link,id_company,company_name,company_address,company_size,company_website,company_type,company_details
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-imarket-viet-nam.35A77D2A.html,35A77D2A,Công ty TNHH iMarket Việt Nam ,"Tầng  7, Tòa nhà Pearl Plaza, Số 561A Điện Biên Phủ, Phường 25, Quận Bình Thạnh, TP. HCM",Qui mô công ty: 100-499,Website: http://www.imarketvietnam.com,Loại hình hoạt động: 100% vốn nước ngoài,"Công ty TNHH iMarket Việt Nam là Công ty 100% vốn đầu tư Hàn Quốc về thương mại B2B, chuyên cung cấp hàng hóa và dịch vụ các loại cho các công ty thuộc tập đoàn Samsung, các công ty vệ tinh của Samsung cùng các doanh nghiệp/ nhà máy lớn khác tại Việt Nam. Trong đó, cung cấp hàng hóa, nguyên vật liệu, dịch vụ, lưu thông với giá cả cạnh tranh và chất lượng tốt, trở thành công ty với mô hình khác biệt, uy tín tại Việt Nam. Môi trường làm việc gần gũi, năng động tại công ty sẽ là cơ hội giúp cho các bạn phát huy hết năng lực của mình.
Hiện tại, iMarket Việt Nam cũng đang vận hành và hoạt động kênh thương mại điện tử với thương hiệu Office & Factory (tên gọi tắt: O&F) chuyên cung cấp các mặt hàng cho đối tượng khách hàng là các văn phòng/nhà máy như: văn phòng phẩm, thiết bị gia dụng, thiết bị IT, dụng cụ bảo hộ lao động, một số sản phẩm của Hàn Quốc cùng Food & Beverage, các sản phẩm liên quan đến cơ khí, thiết bị công nghiệp, vật tư máy móc,... Các sản phẩm của O&F đều lưu thông với giá cả cạnh tranh và chất lượng tốt, cung cấp cho các đối tượng khách lẻ kể cả khách doanh nghiệp, trở thành mô hình khác biệt, uy tín tại Việt Nam."
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-co-khi-thuong-mai-xuat-nhap-khau-khai-thanh.35A988B7.html,35A988B7,CÔNG TY CỔ PHẦN CƠ KHÍ THƯƠNG MẠI XUẤT NHẬP KHẨU KHẢI THÀNH,"A7/35/3 Võ Văn Vân, Ấp 1, Vĩnh Lộc B, Bình Chánh",Qui mô công ty: 25-99,Website: https://khaithanhgroup.com/,Loại hình hoạt động: Cổ phần,"Cổ Phần Cơ Khí Thương Mại Xuất Nhập Khẩu Khải Thành là đơn vị chuyên sản xuất và phân phối các phụ kiện Inox SUS 304 được thành lập từ năm 2014, với mục tiêu: “khẳng định vị thế của ngành sản xuất kim khí Việt Nam”. Bằng tâm huyết của ban lãnh đạo cùng với kinh nghiệm, nhiệt huyết của toàn thể kỹ thuật lao động và công nhân viên công ty, Khải Thành đã và đang từng bước khẳng định vị thế và chổ đứng trên thị trường kim khí bằng những sản phẩm phụ kiện kính, phụ kiện nhà bếp, phụ kiện phòng tắm, phụ kiện vách ngăn vệ sinh đạt chất lượng Inox SUS 304.
Bên cạnh những bước phát triển đã đạt được, đến nay quy mô công ty đã đạt được hơn 200 nhân sự với thị trường trải rộng trên khắp các tỉnh thành Việt Nam như Hà Nội, Bắc Ninh, Đà Nẵng, Nha Trang, TP. Hồ Chí Minh, và các tỉnh Đồng bằng sông Cửu Long và tiếp tục hướng đến các thị trường trong khu vực Đông Nam Á như Campuchia, Lào, Thái Lan, Myanma,….
Hiện nay, công ty Khải Thành tự tin những sản phẩm của mình có thể mang đến chất lượng tốt nhất thoả mãn nhu cầu khách hàng. Chúng tôi luôn cập nhật nâng cấp công nghệ, quy trình sản xuất bằng những kỹ thuật tiên tiến nhất để đáp ứng tốt nhất những yêu cầu của quý khách hàng.
Với mong muốn lớn nhất của công ty chúng tôi là đem lại nềm tin và sự hài lòng khi sử dụng và trải nghiệm sản phẩm. Chính vì vậy, phương châm hoạt động chúng tôi đặt ra là:
“Chất lượng làm nên uy tín.“
Công ty Khải Thành rất hân hạnh hợp tác cùng Quý khách hàng!"
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-van-tai-va-tiep-van-toan-cau.35A99AAA.html,35A99AAA,CÔNG TY TNHH VẬN TẢI VÀ TIẾP VẬN TOÀN CẦU,"Số 3 Lê Thánh Tông, Phường Máy Tơ, Quận Ngô Quyền, Thành phố Hải Phòng, Việt Nam",,,Loại hình hoạt động: Trách nhiệm hữu hạn,"Công ty TNHH Vận tải và Tiếp vận Toàn Cầu, tên giao dịch là Glotrans, là một doanh nghiệp hoạt động trong lĩnh vực giao nhận, vận chuyển. Với hơn 10 năm hình thành và phát triển, hiện Glotrans đã thành lập hệ thống 9 văn phòng trải dài trên cả nước cùng với mạng lưới rộng khắp Việt Nam và hệ thống đại lý tại hơn 150 quốc gia và vùng lãnh thổ, cho phép chúng tôi vận chuyển hàng hóa đến bất cứ nơi nào trên thế giới. Chúng tôi cung cấp cho khách hàng tất cả các giải pháp logistics tổng thể từ giao nhận vận tải quốc tế, hải quan, kho bãi, vận tải nội địa và phân phối. Đội ngũ cán bộ nhân viên giàu kinh nghiệm và nhiệt huyết cùng với kiến thức chuyên ngành sâu rộng luôn sẵn sàng mang đến các dịch vụ tiêu chuẩn quốc tế, chi phí hợp lý và tối ưu đối với các nhu cầu đa dạng của khách hàng."
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-easia-travel.35A902E7.html,35A902E7,Công ty Easia Travel,"33B Phạm Ngũ Lão, Hoàn Kiếm, Hà Nội",Qui mô công ty: 100-499,,Loại hình hoạt động: Trách nhiệm hữu hạn,"Công ty Easia Travel: 33B Pham Ngu Lao, Hoan Kiem, Ha Noi"
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-bao-bi-apc.35A8C817.html,35A8C817,Công ty Cổ phần Bao Bì APC,"Phòng 1601 tầng 16, Tòa nhà Daeha Business Center, 360 Kim Mã, Phường Ngọc Khánh, Quận Ba Đình, Thành Phố Hà Nội, Việt Nam ",Qui mô công ty: 500-999,Website: https://www.lygiay.com.vn/,Loại hình hoạt động: Cổ phần,"Giới thiệu chung
Được sáng lập từ năm 2001, APC chuyên sản xuất các loại: Cốc giấy, Ly giấy, Tô giấy, Túi giấy uống nước cao cấp dùng cho đồ uống nóng, lạnh, các loại Bao bì Thực phẩm, Dược phẩm, Mỹ phẩm bằng giấy cao cấp đòi hỏi cao về chất lượng, sự nghiêm ngặt về an toàn vệ sinh thực phẩm và thân thiện với môi trường.
Trong suốt chặng đường phát triển vừa qua, APC đã luôn tự hoàn thiện và không ngừng nỗ lực đầu tư các công nghệ hiện đại, tiên tiến nhất, nghiên cứu, phát triển những sản phẩm có chất lượng cao nhất, kiên định với mục tiêu và sứ mệnh duy nhất đó là ""
Làm gia tăng giá trị, chất lượng, tính tiện ích cho Thực phẩm và Đồ uống
"" APC tự hào là một trong những doanh nghiệp Việt Nam luôn đi đầu trong việc quan tâm đến các sản phẩm, dịch vụ hữu ích góp phần bảo vệ môi trường và sức khỏe cộng đồng.
APC xin gửi lời tri ân tới những Quý khách hàng, đối tác đã và đang góp phần tạo nên sự thành công của APC trong suốt hơn 22 năm qua và mong muốn luôn tiếp tục nhận được sự ủng hộ, đồng hành của Qúy khách hàng, Đối tác để cùng APC làm cho cuộc sống này ngày càng tiện ích và tươi đẹp hơn, góp phần nâng cao chất lượng cuộc sống cho hành tinh chúng ta.
Thông tin liên hệ :
TRỤ SỞ CHÍNH:
Phòng 1601 tầng 16, Tòa nhà Daeha Business Center, 360 Kim Mã, Phường Ngọc Khánh, Quận Ba Đình, Thành Phố Hà Nội, Việt Nam"
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-jason-furniture-viet-nam.35A98B00.html,35A98B00,CÔNG TY TNHH JASON FURNITURE VIỆT NAM,"Lô 37, 38, 39, 40, 41, 44, 50, 51, 54, 55, 56 Cụm B2, KCN Đồng Xoài III - Xã Tiến Hưng - Thành Phố Đồng Xoài - Bình Phước.",,,Loại hình hoạt động: Trách nhiệm hữu hạn,"Lô 37, 38, 39, 40, 41, 44, 50, 51, 54, 55, 56 Cụm B2, KCN Đồng Xoài III - Xã Tiến Hưng - Thành Phố Đồng Xoài - Bình Phước."
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-x-e-viet-nam.35A93C48.html,35A93C48,Công ty TNHH X.E Việt Nam,"Số 10, Ngõ 15 Đường Ngọc Hồi, Hoàng Mai, Hà Nội",Qui mô công ty: 100-499,,,"Công Ty TNHH X.E Việt Nam thành lập ngày 25/12/2008 trong điều kiện khó khăn về cả nhân lực và cơ sở vật chất. Dưới sự lãnh đạo sáng suốt của Ban Giám Đốc và sự nhiệt huyết của đội ngũ nhân viên, X.E Việt Nam đang ngày càng lớn mạnh. Trải qua 8 năm hoàn thiện và phát triển, Công Ty đang vươn mình và dần khẳng định vị trí vững chắc trên thị trường Ngành Công Nghiệp Ô tô tại Việt Nam.
Với số lượng nhân sự lên tới trên 200 thành viên, cùng tần suất làm việc cao, chăm chỉ, sáng tạo, X.E Việt Nam tự tin mang tới những sản phẩm, dịch vụ hoàn hảo nhất đến thị trường.
Chúng tôi cũng luôn lấy sự uy tín, chất lượng làm kim chỉ nam xuyên suốt hành trình phát triển. Đến với với X.E Việt Nam, khách hàng sẽ tìm thấy sự hài lòng và chuyên nghiệp trên từ sản phẩm, dịch vụ.
Bên cạnh đó, công ty còn phát triển các lĩnh vực mở rộng thị trường như:
- Dịch vụ Truyền Thông AMA AGENCY bao gồm: Thiết kế sáng tạo, Branding, Website, Package, TVC, digital ads hay content, SEO – seeding… hỗ trợ chăm sóc hình ảnh cho các doanh nghiệp và tổ chức sự kiện
- Dịch vụ Giải Trí Tendo chuyên Hoạt động vui chơi giải trí, dịch vụ trực tuyến, mạng xã hội, các hệ thống website cho game online"
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-buy2sell-vietnam.35A95098.html,35A95098,CÔNG TY TNHH BUY2SELL VIETNAM,"92A Trần Quốc Toản, Phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh",Qui mô công ty: 100-499,,Loại hình hoạt động: 100% vốn nước ngoài,"Buy2sell là nền tảng thương mại điện tử B2B, tập trung giới thiệu các thương hiệu từ nước ngoài vào Việt Nam, đáp ứng nhu cầu tìm kiếm nguồn hàng nhập khẩu của doanh nghiệp trong nước. Buy2sell được phát triển nhằm tạo điều kiện cho doanh nghiệp trong nước tiếp cận với các nhà cung cấp hàng hóa nước ngoài, kết nối doanh nghiệp địa phương với nguồn hàng nhập khẩu dễ dàng hơn. Ở chiều ngược lại, Buy2sell giới thiệu và kết nối doanh nghiệp địa phương với thị trường quốc tế."
https://careerviet.vn/vi/nha-tuyen-dung/d1-concepts-corporation.35A82B9D.html,35A82B9D,D1 Concepts Corporation,D1 Concepts Building - 01 Ly Van Phuc Dist 1 Ho Chi Minh City ,,Website: http://d1-concepts.com/,Loại hình hoạt động: Liên doanh,"D1 Concepts Corporation is main business is F&B Hospitality, which owns well-known brands including Restaurant Chain
San Fu Lou – Cantonese Kitchen, Sorae Sushi Sake & Lounge, Di Mai – Vietnamese Restaurant…
In the past few years, F&B has opened up optimistic prospects for D1 Concetps because of its high revenue and profit growth. Up to now, within just 05 years, the group has owned 03 F&B brands and 10 outlets with an average growth rate of 03 new outlets per year and at least 01 new project per year.
Currently, D1 Concetps is recognized as one of the few reputable and most respected brands in Vietnam in the F&B industry. With these achieved foundations, company can establish a strong foothold and be ready for all resources as a prerequisite to launch a new journey in the future."
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-th-vina.35A999ED.html,35A999ED,CÔNG TY TNHH TH VINA,"Nhà số 3, ngách 42A, ngõ 132 Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",Qui mô công ty: 25-99,Website: https://thvina.com.vn/vi/,Loại hình hoạt động: Trách nhiệm hữu hạn,"H Vina là một trong những công ty cung cấp vật tư mài mòn hàng đầu tại Việt Nam. Các sản phẩm, giải pháp của TH Vina đa dạng về chủng loại, kích thước, phù hợp cho hầu hết các yêu cầu Mài, Chà Nhám, Đánh bóng của Khách hàng trong nhiều lĩnh vực khác nhau, từ ngành Ô tô, Tàu thủy, Gỗ, Xây dựng, cho đến những ngành đòi hỏi độ chính xác và hoàn thiện bề mặt rất cao như Hàng không, Dụng cụ cắt gọt, v.v..."
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-maycha.35A99279.html,35A99279,CÔNG TY CỔ PHẦN MAYCHA,"21 Rạch Bùng Binh, P.10, Quận 3, TP. HCM",Qui mô công ty: 1.000-4.999,,Loại hình hoạt động: Cổ phần,"Được thành lập năm 2018 với cửa hàng đầu tiên tại Trịnh Đình Trọng, Hồ Chí Minh, đến nay MayCha đã có mặt hầu hết các Quận, Huyện tại Hồ Chí Minh, Đồng Nai, Bình Dương. Với tham vọng duy trì tiến độ mở mới 8 - 10 cửa hàng tháng nhằm có mặt khắp các tỉnh thành trên cả nước. MayCha luôn sẵn sàng chào đón những ứng viên tìm năng cùng gia nhập và phát triển cùng Đại Gia đình MayCha.
Mục tiêu mở rộng khắp Miền Tây, Miền Trung, Miền Bắc với tiến độ thần tốc. MayCha luôn mong muốn được tận tâm phục vụ khách hàng khắp cả nước."
https://careerviet.vn/vi/nha-tuyen-dung/daikin-air-conditioning-vietnam-joint-stock-company.35A4FFF3.html,35A4FFF3,Daikin Air Conditioning (Vietnam) Joint Stock Company,HCM,,Website: https://www.daikin.com.vn/,Loại hình hoạt động: Cổ phần,"Daikin Vietnam - formerly known as Viet Kim Company - was established in 1995, specializing in distributing Daikin air conditioner in Viet Nam.
As an affiliate of one of the world's largest manufacturers of air conditioner, Daikin Industries, Ltd., Daikin Vietnam is a trust worthy supplier of providing air quality and comfort to a wide range of customers' living environments in Viet Nam.
By establishing its network nationwide, Daikin Vietnam offers not only sales but also all types of after sales services ranging from technical advice to repair and maintenance service for all product line up distributed within the country.
In 2013 and 2014, Daikin Vietnam was listed in Top 500 Largest Vietnamese Enterprises and was listed on Top 100 Trusted Brand ranked by Vietnam Economy Times and Consumer Magazine. Daikin Vietnam is also the pioneer in implementing the national rules on energy efficiency conducted by the government.
For further information, please visit our website at: http://daikincareers.com/vi"
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-cp-dau-tu-hacom-holdings.35A99994.html,35A99994,Công ty CP Đầu tư Hacom Holdings,"Tầng 5, Tháp B, Tòa nhà The Light - CT2, KĐT Trung Văn, Nam Từ Liêm, Hà Nội",Qui mô công ty: 100-499,,Loại hình hoạt động: Cổ phần,"Hacom Holdings là công ty có thế mạnh ở các lĩnh vực: bất động sản, công trình xây dựng .... website: http://hacomholdings.com.vn/vi/tam-nhin-va-su-menh"
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-darfon-viet-nam.35A8F75A.html,35A8F75A,Công ty TNHH Darfon Việt Nam,"Lô CN-06, KCN Đồng Văn IV, Xã Đại Cương, Huyện Kim Bảng, Tỉnh Hà Nam, Việt Nam",Qui mô công ty: 100-499,,Loại hình hoạt động: Trách nhiệm hữu hạn,"Công ty TNHH Darfon Việt Nam
Darfon Electronics được thành lập vào năm 1997 và cam kết nghiên cứu và phát triển các công nghệ tiên tiến hàng đầu, bao gồm: linh kiện ngoại vi CNTT, linh kiện thụ động, năng lượng xanh và các giải pháp khác. Ngoài việc liên tục cải thiện khả năng cạnh tranh kỹ thuật cốt lõi của mình, Darfon cũng phát triển các dòng sản phẩm có giá trị cao và hướng tới tương lai để cung cấp cho khách hàng các dịch vụ đúc chất lượng cao, có tính tích hợp cao.
Trong số đó, đơn vị kinh doanh giao diện người-máy của Darfon được bao phủ bởi các thành phần ngoại vi cung cấp bàn phím máy tính để bàn, bàn phím máy tính xách tay, phụ kiện và các sản phẩm liên quan đến thể thao điện tử, và hiện nắm giữ hơn 30% thị phần bàn phím máy tính xách tay toàn cầu.
Đối với các thành phần thụ động, Darfon tập trung vào việc sử dụng các vật liệu tiên tiến và tăng cường công nghệ bột cao cấp để phát triển các sản phẩm có độ tin cậy cao nhằm cải thiện các đặc tính điện và hiệu suất ứng dụng tần số cao, đồng thời thúc đẩy năng suất và sự ổn định của quy trình. Darfon hiện cung cấp các thành phần thụ động cho các hạng người tiêu dùng chất lượng cao và các quy định về ô tô cho ngành CNTT / công nghiệp / y tế / truyền thông mạng / ô tô để hỗ trợ phát triển các công nghệ ứng dụng mới.
Trong những năm gần đây, Darfon đã cam kết nhiều hơn trong việc bảo vệ môi trường, tập trung vào việc phát triển các giải pháp năng lượng xanh và cung cấp các công nghệ liên quan để phục vụ các ngành công nghiệp điện tử, công nghiệp, giao thông vận tải và năng lượng mặt trời. Trong tương lai, Darfon sẽ tiếp tục cung cấp công nghệ ứng dụng có tính cạnh tranh cho thị trường năng lượng xanh toàn cầu.
Darfon được niêm yết trên sàn giao dịch chứng khoán Đài Loan vào năm 2007 và hiện sở hữu hơn 1.100 bằng sáng chế công nghệ, đồng thời đã giành được nhiều giải thưởng thiết kế quốc tế trong những năm gần đây. Darfon có trụ sở chính tại Đài Loan và có hơn 10.000 nhân viên trên toàn thế giới. Các cơ sở ở nước ngoài của công ty trải dài ở Trung Quốc, Nhật Bản, Hàn Quốc, Hoa Kỳ, Cộng hòa Séc, Hà Lan và Đức.
Địa chỉ:
Lô CN-06, KCN Đồng Văn IV, Xã Đại Cương, Huyện Kim Bảng, Tỉnh Hà Nam, Việt Nam"
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-phuc-sinh.35A5A2EF.html,35A5A2EF,Công Ty Cổ Phần Phúc Sinh,"238-240 Võ Văn Kiệt, P. Cầu Ông Lãnh, Q.1",,Website: https://career.phucsinh.com/,Loại hình hoạt động: Cổ phần,"Phuc Sinh Corporation is one of the main Vietnamese Companies trading in Spices and Agriculture Products. Phuc Sinh was set up in 2001 with its head office in Hochiminh City. Phuc Sinh specializes in trading of Vietnam Black and White pepper, Coffee, Desiccated Coconuts, Chilli, Star aniseed, Cinnamon, Tea, Sesame and Cashew nuts,… Our products are sourced from reliable suppliers with special emphasis on quality after these products are very carefully sorted and graded before delivery to meet the entire satisfaction of our buyers. Shipments are always punctual and on renowned shipping lines. Our valued clients span across the five continents. We have many buyers from Spain, France, Germany,Poland, Netherlands, Russia, Switzerland, USA, Australia, South Africa, U.A.E, Yemen, Iran, India, Israel and Singapore, ect. Our company’s mission is to be a credible and reliable Exporter. Our Aim is to achieve a long - lasting business co-operation with all our clients on the basis of a win-win situation."
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-thuong-mai-k-k-toan-cau.35A8A4DC.html,35A8A4DC,Công Ty TNHH Thương Mại K&K Toàn Cầu," Lô CN4, đường Hạnh Phúc, KCN Phú Nghĩa, Chương Mỹ, Hà Nội",Qui mô công ty: 1000,,Loại hình hoạt động: Trách nhiệm hữu hạn,"Công ty TNHH Thương Mại K & K toàn cầu là công ty chuyên nhập khẩu và phân phối thực phẩm Hàn Quốc có uy tín và quy mô rộng rãi tại Việt Nam. Với qui mô 30 siêu thị K-Mart, gần 20 nhà hàng K-food, hơn 10 cửa hàng Sâm Korea và trên
500 cán bộ nhân viên trẻ trung, năng động, nhiệt huyết.
Với phương châm lấy chữ tín làm gốc, lấy chất lượng phục vụ làm giá trị cốt lõi, coi trọng giá trị con người, Công ty TNHH K&K Toàn cầu đã dần khẳng định được vai trò, vị thế của mình trên thị trường kinh doanh chuỗi siêu thị bán lẻ tại Việt Nam.
Để đáp ứng nhu cầu phát triển kinh doanh của Công ty, chúng tôi luôn mở rộng cánh cửa chào đón các ứng viên tiềm năng có đủ tâm, tài, trí, đức và đủ lòng nhiệt huyết tham gia vào đội ngũ của Công ty để cùng hợp lực gây dựng Công ty ngày càng phát triển bền vững."
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-kd-sports.35A8E615.html,35A8E615,CONG TY TNHH KD SPORTS,"35-37 đường 11, KĐT An Phú An Khánh, phường An Phú, Quận 2, HCM",Qui mô công ty: 100-499,,Loại hình hoạt động: Cá nhân,"KD SPORTS COMPANY LIMITED was established by 2014, with sourcing office in Hanoi, and its manufacturing factories in Nam Dinh, Thai Binh. KD SPORTS has been specialized in garment sourcing and manufacturing. We also have a garment screen printing factory with capacity up to 2M pcs per month in Nam Dinh city.
Address in Hanoi: No 44, road 2.3 Gamuda Gardens, Tran Phu, Hoang Mai, HN/
Address in Ho Chi Minh: No 35-37 road 11, An Phu ward, District 2, Ho Chi Minh"
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tu-van-va-xay-dung-so-01-sai-gon.35A99AA9.html,35A99AA9,CÔNG TY CỔ PHẦN TƯ VẤN VÀ XÂY DỰNG SỐ 01 SÀI GÒN,"Số 35, Lô A, Phường An Bình, Thành phố Biên Hoà, Tỉnh Đồng Nai, Việt Nam",Qui mô công ty: 25-99,,Loại hình hoạt động: Cổ phần,"Số 35, Lô A, Phường An Bình, Thành phố Biên Hoà, Tỉnh Đồng Nai, Việt Nam"
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-dau-tu-thuong-mai-va-dich-vu-an-hoang-gia.35A90EA2.html,35A90EA2,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ AN HOÀNG GIA,"Số 176, phố Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",Qui mô công ty: 100-499,Website: https://vienthammythienha.com/,Loại hình hoạt động: Trách nhiệm hữu hạn,"CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ AN HOÀNG GIA - THÂM MỸ VIỆN THIÊN HÀ
Thiên Hà là viện thẩm mỹ 5 sao cung cấp các dịch vụ: chăm sóc/điều trị da, giảm béo, phẫu thuật thẩm mỹ,…Thành lập từ năm 2009, có nhiều năm kinh nghiệm trong ngành chăm sóc sắc đẹp cho chị em phụ nữ và được hàng nghìn khách hàng và người nổi tiếng tin tưởng.
Thiên Hà đang trên đà phát triển mạnh mẽ về cả quy mô và chất lượng. Thiên Hà hiện có 2 chi nhánh tại Hà Nội và văn phòng chính tại 62 Nguyễn Huy Tưởng, Thanh Xuân Trung, Thanh Xuân, Hà Nội với quy mô hơn 200 nhân sự."
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tap-doan-onsen-fuji.35A8C44D.html,35A8C44D,CÔNG TY CỔ PHẦN TẬP ĐOÀN ONSEN FUJI,Hà Nội,Qui mô công ty: 100-499,Website: https://onsenfuji.com.vn/,Loại hình hoạt động: Cổ phần,"Onsen Fuji là một trong những nhà phát triển Bất động sản nghỉ dưỡng uy tín tại Việt Nam,đặc biệt trong lĩnh vực đầu tư Bất động sản, Thương mại, Dịch vụ gắn liền với nghỉ dưỡng và chăm sóc sức khỏe. Onsen Fuji tập trung khai thác thế mạnh tài nguyên thiên nhiên theo hướng hiện đại bền vững và góp phần quảng bá du lịch tại các địa phương tại Việt Nam. Với đội ngũ chuyên viên giàu kinh nghiệm và hiểu biết sâu sắc thị trường, Onsen Fuji tự tin đem đến dịch vụ chuyên nghiệp và hiệu quả tối ưu cho các nhà đầu tư. Onsen Fuji là đối tác tin cậy của nhiều Tập đoàn, tổ chức uy tín trên thế giới đặc biệt là Mỹ và Nhật Bản."
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-ntpm-viet-nam.35A741E9.html,35A741E9,CÔNG TY TNHH NTPM (Việt Nam),"Số 22 Vsip II-A, Đường số 23, Khu công nghiệp Việt Nam-Singapore II-A, phường Vĩnh Tân, thị xã Tân Uyên, tỉnh Bình Dương",Qui mô công ty: 500-999,Website: https://ntpm.com.vn/,Loại hình hoạt động: Trách nhiệm hữu hạn,"Công ty TNHH NTPM (Việt Nam) là công ty 100% vốn đầu tư nước ngoài có xuất xứ từ Malaysia. NTPM là nhà sản xuất lớn nhất và cũng là công ty dẫn đầu thị trường khăn giấy tại Malaysia. NTPM không chỉ sản xuất và bán các sản phẩm khăn giấy mà còn chuyên sản xuất và bán các sản phẩm chăm sóc cá nhân như tã giấy, khăn ướt, băng vệ sinh và các sản phẩm từ cotton nữa.
Năm 2013, NTPM đã xây dựng nhà máy sản xuất tại Bình Dương và đến năm 2014, công ty bắt đầu bán các sản phẩm khăn giấy bán thành phẩm như khăn giấy cuộn jumbo và khăn giấy cuộn lớn. Trong năm 2016 và đến nay, tất cả các loại khăn giấy và các sản phẩm liên quan đến khăn giấy như giấy vệ sinh cuộn, khăn bếp, khăn lau tay, khăn giấy gói, khăn bỏ túi, khăn giấy rút, … đã được sản xuất và phân phối trên khắp Việt Nam và cho thị trường quốc nội
Bước sang năm 2021, Công ty TNHH NTPM (Việt Nam) cũng đã bắt đầu kinh doanh các sản phẩm chăm sóc cá nhân như tã giấy và khăn lau dành cho trẻ em."
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-vuon-trai-cuu-long.35A65A4A.html,35A65A4A,Công Ty Cổ Phần Vườn Trái Cửu Long,"1-3-5-7 Phạm Thận Duật, Thạnh Mỹ Lợi, quận 2",Qui mô công ty: 100-499,Website: http://vergersmekong.com,Loại hình hoạt động: Cổ phần,"Công ty Cổ phần Vườn Trái Cửu Long được thành lập năm 2000 tại Việt Nam và tại Campuchia năm 2010. Cùng với nhà máy tại Cần Thơ, và các chi nhánh tại Nha Trang, Đà Nẵng, Hà Nội.
Từ năm 2000, Les Vergers Du Meskong (Công ty Cổ phần Vườn Trái Cửu Long) tự hào là một trong những công ty dẫn đầu thị trường HORECA (khách sạn, nhà hàng và dịch vụ ăn uống) trong việc phân phối cà phê, các  loại nước ép trái cây và các loại mứt. Ngoài ra, còn có những khách hàng khác như: siêu thị và thị trường xuất khẩu. Văn phòng đại diện ở TP HCM, Hà Nội, Đà Nẵng, Nha Trang, Phú Quốc, Campudia và nhà máy sản xuất tại Cần Thơ.
Sản phẩm của công ty là nước ép, trà, cà phê, mức trái cây… sản phẩm được làm hoàn toàn từ thiên nhiên nhằm đáp ứng nhu cầu về dịch vụ của khách hàng. Tất cả các sản phẩm được làm từ trái cây tươi được thu mua chủ yếu tại Đồng bằng sông Cửu Long (cam, dứa … ) và Lâm Đồng (chanh dây, dâu).
Chúng tôi hiện đang tìm kiếm các ứng viên nhiệt tình, tích cực, hiểu được mục tiêu của công ty chính là cung cấp dịch vụ chất lượng cao cho khách hàng và sẵn sàng đóng góp phần mình vào sự thành công của công ty."
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-viet-huong.35A9979A.html,35A9979A,Công Ty Cổ Phần Việt Hương,"Lô D1, Khu công nghiệp Việt Hương, Phường Thuận Giao, TP. Thuận An, T. Bình Dương",,Website: https://viethuongip.com/,Loại hình hoạt động: Cổ phần,"Bắt đầu với lĩnh vực sản xuất mì ăn liền và bột canh từ những năm 80 của thế kỷ XX, trải qua hơn bốn thập kỷ, Viet Huong Group đã liên tục mở rộng và đa dạng các lĩnh vực đầu tư, trở thành một trong những doanh nghiệp đầu tư bất động sản hàng đầu tại Bình Dương, góp phần thúc đẩy quá trình phát triển kinh tế xã hội và công nghiệp của địa phương nói riêng và cả nước nói chung.
Lĩnh vực Kinh doanh: Industrial Park & Construction
Địa chỉ: Lô D1, Khu công nghiệp Việt Hương, Phường Thuận Giao, TP. Thuận An, T. Bình Dương"
